datetime,cartPos,cartVel,pendPos,,pendVel,action,cartController,exploration
14:32.7,372.51,6.87,16.29,197,-2,0,Gamepad,0
14:32.7,379.04,6.53,13.29,194,-3,0,Gamepad,0
14:32.7,383.16,4.12,9.29,190,-4,0,Gamepad,0
14:32.7,383.16,0,5.29,186,-4,0,Gamepad,0
14:32.8,383.16,0,1.29,182,-4,0,Gamepad,0
14:32.8,383.16,0,357.29,178,356,0,Gamepad,0
14:32.8,383.16,0,353.29,174,-4,0,Gamepad,0
14:32.8,383.16,0,349.29,170,-4,0,Gamepad,0
14:32.8,383.16,0,345.29,166,-4,0,Gamepad,0
14:32.9,383.16,0,342.29,163,-3,0,Gamepad,0
14:32.9,383.16,0,340.29,161,-2,0,Gamepad,0
14:32.9,383.16,0,337.29,158,-3,0,Gamepad,0
14:32.9,383.16,0,335.29,156,-2,0,Gamepad,0
14:32.9,383.16,0,334.29,155,-1,0,Gamepad,0
14:33.0,383.16,0,333.29,154,-1,0,Gamepad,0
14:33.0,383.16,0,333.29,154,0,0,Gamepad,0
14:33.0,383.16,0,333.29,154,0,0,Gamepad,0
14:33.0,383.16,0,334.29,155,1,0.85,Gamepad,0
14:33.0,383.16,0,335.29,156,1,0.85,Gamepad,0
14:33.1,383.16,0,337.29,158,2,0.85,Gamepad,0
14:33.1,383.16,0,337.29,158,0,0.85,Gamepad,0
14:33.1,381.44,-1.72,338.29,159,1,0.85,Gamepad,0
14:33.1,371.13,-10.31,340.29,161,2,0.85,Gamepad,0
14:33.1,368.73,-2.4,341.29,162,1,0.85,Gamepad,0
14:33.2,360.82,-7.91,342.29,163,1,0.85,Gamepad,0
14:33.2,348.45,-12.37,344.29,165,2,0.85,Gamepad,0
14:33.2,340.55,-7.9,347.29,168,3,0.85,Gamepad,0
14:33.2,331.96,-8.59,350.29,171,3,0.85,Gamepad,0
14:33.2,323.71,-8.25,352.29,173,2,0.85,Gamepad,0
14:33.3,320.27,-3.44,355.29,176,3,0.85,Gamepad,0
14:33.3,307.22,-13.05,359.29,180,4,0.85,Gamepad,0
14:33.3,299.66,-7.56,1.29,182,-358,0.85,Gamepad,0
14:33.3,295.88,-3.78,4.29,185,3,0,Gamepad,0
14:33.3,287.97,-7.91,8.29,189,4,0,Gamepad,0
14:33.4,275.95,-12.02,12.29,193,4,0,Gamepad,0
14:33.4,275.6,-0.35,17.29,198,5,0,Gamepad,0
14:33.4,274.91,-0.69,21.29,202,4,0,Gamepad,0
14:33.4,274.91,0,25.29,206,4,0,Gamepad,0
14:33.4,275.6,0.69,28.29,209,3,0,Gamepad,0
14:33.5,275.6,0,30.29,211,2,0,Gamepad,0
14:33.5,275.6,0,32.29,213,2,0,Gamepad,0
14:33.5,275.6,0,33.29,214,1,0,Gamepad,0
14:33.5,275.6,0,33.29,214,0,0,Gamepad,0
14:33.5,275.6,0,33.29,214,0,0,Gamepad,0
14:33.6,275.6,0,32.29,213,-1,0,Gamepad,0
14:33.6,275.6,0,29.29,210,-3,0,Gamepad,0
14:33.6,275.6,0,27.29,208,-2,0,Gamepad,0
14:33.6,275.6,0,24.29,205,-3,0,Gamepad,0
14:33.6,275.6,0,20.29,201,-4,0,Gamepad,0
14:33.7,275.6,0,16.29,197,-4,0,Gamepad,0
14:33.7,275.6,0,12.29,193,-4,-0.8075,Gamepad,0
14:33.7,275.6,0,8.29,189,-4,-0.8075,Gamepad,0
14:33.7,275.6,0,4.29,185,-4,-0.8075,Gamepad,0
14:33.7,278.01,2.41,1.29,182,-3,-0.8075,Gamepad,0
14:33.8,282.13,4.12,358.29,179,357,-0.8075,Gamepad,0
14:33.8,283.85,1.72,356.29,177,-2,-0.8075,Gamepad,0
14:33.8,295.88,12.03,354.29,175,-2,-0.8075,Gamepad,0
14:33.8,299.66,3.78,352.29,173,-2,-0.8075,Gamepad,0
14:33.8,312.37,12.71,350.29,171,-2,-0.8075,Gamepad,0
14:33.9,320.62,8.25,349.29,170,-1,-0.8075,Gamepad,0
14:33.9,324.4,3.78,348.29,169,-1,-0.8075,Gamepad,0
14:33.9,332.65,8.25,347.29,168,-1,-0.8075,Gamepad,0
14:33.9,345.36,12.71,346.29,167,-1,-0.8075,Gamepad,0
14:33.9,349.14,3.78,345.29,166,-1,-0.8075,Gamepad,0
14:34.0,356.7,7.56,345.29,166,0,-0.8075,Gamepad,0
14:34.0,364.6,7.9,345.29,166,0,-0.8075,Gamepad,0
14:34.0,371.82,7.22,345.29,166,0,-0.8075,Gamepad,0
14:34.0,379.73,7.91,346.29,167,1,-0.8075,Gamepad,0
14:34.0,387.29,7.56,347.29,168,1,-0.8075,Gamepad,0
14:34.1,395.19,7.9,349.29,170,2,-0.8075,Gamepad,0
14:34.1,407.9,12.71,350.29,171,1,-0.8075,Gamepad,0
14:34.1,415.81,7.91,352.29,173,2,-0.8075,Gamepad,0
14:34.1,423.02,7.21,354.29,175,2,-0.8075,Gamepad,0
14:34.1,426.8,3.78,355.29,176,1,-0.8075,Gamepad,0
14:34.2,434.36,7.56,357.29,178,2,0,Gamepad,0
14:34.2,441.58,7.22,358.29,179,1,0,Gamepad,0
14:34.2,452.92,11.34,359.29,180,1,0,Gamepad,0
14:34.2,457.39,4.47,358.29,179,-1,0,Gamepad,0
14:34.2,457.39,0,357.29,178,-1,0,Gamepad,0
14:34.3,456.7,-0.69,356.29,177,-1,0,Gamepad,0
14:34.3,456.7,0,356.29,177,0,0,Gamepad,0
14:34.3,456.7,0,356.29,177,0,0,Gamepad,0
14:34.3,456.7,0,355.29,176,-1,0,Gamepad,0
14:34.3,456.7,0,355.29,176,0,0,Gamepad,0
14:34.4,456.7,0,355.29,176,0,0.85,Gamepad,0
14:34.4,456.7,0,355.29,176,0,0.85,Gamepad,0
14:34.4,452.58,-4.12,354.29,175,-1,0.85,Gamepad,0
14:34.4,450.17,-2.41,352.29,173,-2,0.85,Gamepad,0
14:34.4,449.48,-0.69,350.29,171,-2,0.85,Gamepad,0
14:34.5,439.18,-10.3,348.29,169,-2,0.85,Gamepad,0
14:34.5,435.74,-3.44,346.29,167,-2,0.85,Gamepad,0
14:34.5,423.71,-12.03,345.29,166,-1,0.85,Gamepad,0
14:34.5,419.59,-4.12,344.29,165,-1,0.85,Gamepad,0
14:34.5,411.68,-7.91,343.29,164,-1,0.85,Gamepad,0
14:34.6,399.66,-12.02,343.29,164,0,0.85,Gamepad,0
14:34.6,391.07,-8.59,343.29,164,0,0.85,Gamepad,0
14:34.6,383.16,-7.91,344.29,165,1,0.85,Gamepad,0
14:34.6,375.26,-7.9,344.29,165,0,0.85,Gamepad,0
14:34.6,367.7,-7.56,345.29,166,1,0,Gamepad,0
14:34.7,363.92,-3.78,348.29,169,3,0,Gamepad,0
14:34.7,356.7,-7.22,351.29,172,3,0,Gamepad,0
14:34.7,350.86,-5.84,355.29,176,4,0,Gamepad,0
14:34.7,347.08,-3.78,0.29,181,-355,0,Gamepad,0
14:34.7,350.86,3.78,4.29,185,4,0,Gamepad,0
14:34.8,351.89,1.03,8.29,189,4,0,Gamepad,0
14:34.8,351.89,0,12.29,193,4,0,Gamepad,0
14:34.8,351.89,0,16.29,197,4,0,Gamepad,0
14:34.8,351.89,0,19.29,200,3,0,Gamepad,0
14:34.8,351.89,0,21.29,202,2,0,Gamepad,0
14:34.9,351.89,0,23.29,204,2,0,Gamepad,0
14:34.9,351.89,0,25.29,206,2,0,Gamepad,0
14:34.9,351.89,0,26.29,207,1,0,Gamepad,0
14:34.9,351.89,0,26.29,207,0,0,Gamepad,0
14:34.9,351.89,0,26.29,207,0,0,Gamepad,0
14:35.0,351.89,0,25.29,206,-1,0,Gamepad,0
14:35.0,351.89,0,23.29,204,-2,-0.8075,Gamepad,0
14:35.0,351.89,0,22.29,203,-1,-0.8075,Gamepad,0
14:35.0,351.89,0,20.29,201,-2,-0.8075,Gamepad,0
14:35.0,351.89,0,20.29,201,0,-0.8075,Gamepad,0
14:35.1,354.3,2.41,18.29,199,-2,-0.8075,Gamepad,0
14:35.1,360.82,6.52,17.29,198,-1,-0.8075,Gamepad,0
14:35.1,372.85,12.03,15.29,196,-2,-0.8075,Gamepad,0
14:35.1,380.76,7.91,13.29,194,-2,-0.8075,Gamepad,0
14:35.1,389.35,8.59,11.29,192,-2,-0.8075,Gamepad,0
14:35.2,397.59,8.24,9.29,190,-2,-0.8075,Gamepad,0
14:35.2,401.37,3.78,6.29,187,-3,-0.8075,Gamepad,0
14:35.2,409.62,8.25,3.29,184,-3,-0.8075,Gamepad,0
14:35.2,417.53,7.91,0.29,181,-3,-0.8075,Gamepad,0
14:35.2,424.74,7.21,357.29,178,357,-0.8075,Gamepad,0
14:35.3,436.43,11.69,354.29,175,-3,-0.8075,Gamepad,0
14:35.3,439.18,2.75,351.29,172,-3,-0.8075,Gamepad,0
14:35.3,446.74,7.56,348.29,169,-3,-0.8075,Gamepad,0
14:35.3,458.08,11.34,346.29,167,-2,-0.8075,Gamepad,0
14:35.3,465.64,7.56,344.29,165,-2,-0.8075,Gamepad,0
14:35.4,469.42,3.78,343.29,164,-1,-0.8075,Gamepad,0
14:35.4,477.66,8.24,342.29,163,-1,-0.8075,Gamepad,0
14:35.4,485.57,7.91,341.29,162,-1,-0.8075,Gamepad,0
14:35.4,498.28,12.71,340.29,161,-1,-0.8075,Gamepad,0
14:35.4,504.81,6.53,340.29,161,0,-0.8075,Gamepad,0
14:35.5,508.59,3.78,341.29,162,1,-0.8075,Gamepad,0
14:35.5,515.81,7.22,341.29,162,0,-0.8075,Gamepad,0
14:35.5,519.93,4.12,341.29,162,0,-0.8075,Gamepad,0
14:35.5,533.68,13.75,341.29,162,0,-0.8075,Gamepad,0
14:35.5,533.68,0,340.29,161,-1,0,Gamepad,0
14:35.6,529.55,-4.13,341.29,162,1,0,Gamepad,0
14:35.6,524.74,-4.81,341.29,162,0,0.85,Gamepad,0
14:35.6,524.74,0,341.29,162,0,0.85,Gamepad,0
14:35.6,524.74,0,342.29,163,1,0.85,Gamepad,0
14:35.6,527.15,2.41,342.29,163,0,0.85,Gamepad,0
14:35.7,527.15,0,342.29,163,0,0.85,Gamepad,0
14:35.7,514.43,-12.72,342.29,163,0,0.85,Gamepad,0
14:35.7,512.03,-2.4,342.29,163,0,0.85,Gamepad,0
14:35.7,502.41,-9.62,343.29,164,1,0.85,Gamepad,0
14:35.7,494.85,-7.56,344.29,165,1,0.85,Gamepad,0
14:35.8,481.79,-13.06,345.29,166,1,0.85,Gamepad,0
14:35.8,478.01,-3.78,347.29,168,2,0.85,Gamepad,0
14:35.8,474.91,-3.1,349.29,170,2,0.85,Gamepad,0
14:35.8,467.01,-7.9,351.29,172,2,0.85,Gamepad,0
14:35.8,454.98,-12.03,354.29,175,3,0.85,Gamepad,0
14:35.9,447.08,-7.9,356.29,177,2,0.85,Gamepad,0
14:35.9,443.3,-3.78,358.29,179,2,0.85,Gamepad,0
14:35.9,435.74,-7.56,1.29,182,-357,0.85,Gamepad,0
14:35.9,427.84,-7.9,3.29,184,2,0.85,Gamepad,0
14:35.9,415.81,-12.03,4.29,185,1,0.85,Gamepad,0
14:36.0,407.9,-7.91,7.29,188,3,0.85,Gamepad,0
14:36.0,400,-7.9,8.29,189,1,0,Gamepad,0
14:36.0,391.75,-8.25,10.29,191,2,0,Gamepad,0
14:36.0,383.16,-8.59,13.29,194,3,0,Gamepad,0
14:36.0,378.01,-5.15,16.29,197,3,0,Gamepad,0
14:36.1,378.01,0,19.29,200,3,0,Gamepad,0
14:36.1,380.76,2.75,21.29,202,2,0,Gamepad,0
14:36.1,382.13,1.37,23.29,204,2,0,Gamepad,0
14:36.1,382.13,0,24.29,205,1,0,Gamepad,0
14:36.1,382.13,0,25.29,206,1,0,Gamepad,0
14:36.2,382.13,0,25.29,206,0,0,Gamepad,0
14:36.2,382.13,0,25.29,206,0,0,Gamepad,0
14:36.2,377.66,-4.47,23.29,204,-2,0,Gamepad,0
14:36.2,382.13,4.47,22.29,203,-1,0,Gamepad,0
14:36.2,377.66,-4.47,20.29,201,-2,0,Gamepad,0
14:36.3,382.13,4.47,18.29,199,-2,0,Gamepad,0
14:36.3,382.13,0,14.29,195,-4,0,Gamepad,0
14:36.3,382.13,0,11.29,192,-3,0,Gamepad,0
14:36.3,382.13,0,8.29,189,-3,0,Gamepad,0
14:36.3,382.13,0,4.29,185,-4,0,Gamepad,0
14:36.4,382.13,0,1.29,182,-3,0,Gamepad,0
14:36.4,382.13,0,357.29,178,356,0,Gamepad,0
14:36.4,382.13,0,354.29,175,-3,0,Gamepad,0
14:36.4,382.13,0,350.29,171,-4,0,Gamepad,0
14:36.4,382.13,0,347.29,168,-3,0,Gamepad,0
14:36.5,382.13,0,344.29,165,-3,0,Gamepad,0
14:36.5,382.13,0,341.29,162,-3,-0.8075,Gamepad,0
14:36.5,382.13,0,340.29,161,-1,-0.8075,Gamepad,0
14:36.5,382.13,0,340.29,161,0,-0.8075,Gamepad,0
14:36.5,382.13,0,340.29,161,0,-0.8075,Gamepad,0
14:36.6,384.54,2.41,342.29,163,2,-0.8075,Gamepad,0
14:36.6,391.07,6.53,344.29,165,2,-0.8075,Gamepad,0
14:36.6,399.66,8.59,346.29,167,2,-0.8075,Gamepad,0
14:36.6,408.59,8.93,349.29,170,3,-0.8075,Gamepad,0
14:36.6,417.18,8.59,352.29,173,3,-0.8075,Gamepad,0
14:36.7,426.12,8.94,355.29,176,3,-0.8075,Gamepad,0
14:36.7,434.02,7.9,357.29,178,2,-0.8075,Gamepad,0
14:36.7,441.58,7.56,1.29,182,-356,-0.8075,Gamepad,0
14:36.7,453.26,11.68,3.29,184,2,-0.8075,Gamepad,0
14:36.7,456.36,3.1,6.29,187,3,-0.8075,Gamepad,0
14:36.8,464.6,8.24,8.29,189,2,-0.8075,Gamepad,0
14:36.8,472.51,7.91,10.29,191,2,-0.8075,Gamepad,0
14:36.8,484.54,12.03,13.29,194,3,-0.8075,Gamepad,0
14:36.8,487.63,3.09,14.29,195,1,-0.8075,Gamepad,0
14:36.8,491.07,3.44,15.29,196,1,-0.8075,Gamepad,0
14:36.9,498.97,7.9,15.29,196,0,-0.8075,Gamepad,0
14:36.9,514.43,15.46,15.29,196,0,-0.8075,Gamepad,0
14:36.9,516.84,2.41,14.29,195,-1,-0.8075,Gamepad,0
14:36.9,519.93,3.09,11.29,192,-3,-0.8075,Gamepad,0
14:36.9,523.71,3.78,8.29,189,-3,-0.8075,Gamepad,0
14:37.0,523.71,0,5.29,186,-3,-0.8075,Gamepad,0
14:37.0,523.71,0,1.29,182,-4,-0.8075,Gamepad,0
14:37.0,527.49,3.78,358.29,179,357,-0.8075,Gamepad,0
14:37.0,527.49,0,355.29,176,-3,-0.8075,Gamepad,0
14:37.0,527.15,-0.34,352.29,173,-3,-0.8075,Gamepad,0
14:37.1,527.15,0,349.29,170,-3,-0.8075,Gamepad,0
14:37.1,527.84,0.69,347.29,168,-2,-0.8075,Gamepad,0
14:37.1,527.84,0,344.29,165,-3,-0.8075,Gamepad,0
14:37.1,527.49,-0.35,342.29,163,-2,0,Gamepad,0
14:37.1,527.15,-0.34,341.29,162,-1,0,Gamepad,0
14:37.2,527.49,0.34,340.29,161,-1,0,Gamepad,0
14:37.2,527.15,-0.34,340.29,161,0,0,Gamepad,0
14:37.2,527.15,0,340.29,161,0,0,Gamepad,0
14:37.2,527.15,0,340.29,161,0,0,Gamepad,0
14:37.2,527.15,0,340.29,161,0,0,Gamepad,0
14:37.3,527.15,0,341.29,162,1,0,Gamepad,0
14:37.3,523.71,-3.44,342.29,163,1,0,Gamepad,0
14:37.3,523.71,0,344.29,165,2,0,Gamepad,0
14:37.3,527.15,3.44,346.29,167,2,0,Gamepad,0
14:37.3,527.15,0,349.29,170,3,0,Gamepad,0
14:37.4,527.15,0,351.29,172,2,0,Gamepad,0
14:37.4,527.84,0.69,354.29,175,3,0,Gamepad,0
14:37.4,527.84,0,357.29,178,3,0,Gamepad,0
14:37.4,527.84,0,0.29,181,-357,0,Gamepad,0
14:37.4,527.84,0,3.29,184,3,0,Gamepad,0
14:37.5,527.84,0,6.29,187,3,0,Gamepad,0
14:37.5,527.49,-0.35,8.29,189,2,0,Gamepad,0
14:37.5,527.84,0.35,10.29,191,2,0,Gamepad,0
14:37.5,527.84,0,12.29,193,2,0,Gamepad,0
14:37.5,527.84,0,14.29,195,2,0,Gamepad,0
14:37.6,527.84,0,15.29,196,1,0,Gamepad,0
14:37.6,527.15,-0.69,16.29,197,1,0,Gamepad,0
14:37.6,527.84,0.69,16.29,197,0,0,Gamepad,0
14:37.6,527.15,-0.69,16.29,197,0,0,Gamepad,0
14:37.6,527.15,0,16.29,197,0,0,Gamepad,0
14:37.7,527.15,0,15.29,196,-1,0,Gamepad,0
14:37.7,527.15,0,14.29,195,-1,0,Gamepad,0
14:37.7,527.15,0,13.29,194,-1,0,Gamepad,0
14:37.7,527.15,0,11.29,192,-2,0,Gamepad,0
14:37.7,527.15,0,9.29,190,-2,0,Gamepad,0
14:37.8,523.71,-3.44,7.29,188,-2,0,Gamepad,0
14:37.8,523.71,0,4.29,185,-3,0,Gamepad,0
14:37.8,527.15,3.44,2.29,183,-2,0,Gamepad,0
14:37.8,527.84,0.69,0.29,181,-2,0,Gamepad,0
14:37.8,527.84,0,357.29,178,357,0,Gamepad,0
14:37.9,527.15,-0.69,355.29,176,-2,0,Gamepad,0
14:37.9,527.15,0,353.29,174,-2,0,Gamepad,0
14:37.9,527.15,0,350.29,171,-3,0,Gamepad,0
14:37.9,527.15,0,349.29,170,-1,0,Gamepad,0
14:37.9,527.84,0.69,347.29,168,-2,0,Gamepad,0
14:38.0,527.84,0,346.29,167,-1,0,Gamepad,0
14:38.0,523.37,-4.47,345.29,166,-1,0,Gamepad,0
14:38.0,523.37,0,344.29,165,-1,0,Gamepad,0
14:38.0,523.37,0,344.29,165,0,0,Gamepad,0
14:38.0,527.15,3.78,344.29,165,0,0,Gamepad,0
14:38.1,527.15,0,344.29,165,0,0,Gamepad,0
14:38.1,527.15,0,345.29,166,1,0,Gamepad,0
14:38.1,527.15,0,346.29,167,1,0,Gamepad,0
14:38.1,527.15,0,348.29,169,2,0,Gamepad,0
14:38.1,527.15,0,349.29,170,1,0,Gamepad,0
14:38.2,527.84,0.69,351.29,172,2,0,Gamepad,0
14:38.2,527.84,0,353.29,174,2,0,Gamepad,0
14:38.2,527.15,-0.69,355.29,176,2,0,Gamepad,0
14:38.2,527.15,0,357.29,178,2,0,Gamepad,0
14:38.2,527.84,0.69,359.29,180,2,0,Gamepad,0
14:38.3,527.84,0,1.29,182,-358,0,Gamepad,0
14:38.3,527.15,-0.69,3.29,184,2,0,Gamepad,0
14:38.3,527.15,0,4.29,185,1,0,Gamepad,0
14:38.3,527.15,0,6.29,187,2,0,Gamepad,0
14:38.3,523.71,-3.44,8.29,189,2,0,Gamepad,0
14:38.4,523.71,0,9.29,190,1,0,Gamepad,0
14:38.4,523.71,0,10.29,191,1,0,Gamepad,0
14:38.4,527.15,3.44,10.29,191,0,0,Gamepad,0
14:38.4,527.15,0,11.29,192,1,0,Gamepad,0
14:38.4,527.15,0,11.29,192,0,0,Gamepad,0
14:38.5,527.15,0,10.29,191,-1,0,Gamepad,0
14:38.5,527.15,0,10.29,191,0,0,Gamepad,0
14:38.5,523.71,-3.44,9.29,190,-1,0,Gamepad,0
14:38.5,523.71,0,8.29,189,-1,0,Gamepad,0
14:38.5,523.71,0,7.29,188,-1,0,Gamepad,0
14:38.6,527.15,3.44,6.29,187,-1,0,Gamepad,0
14:38.6,527.84,0.69,4.29,185,-2,0,Gamepad,0
14:38.6,527.15,-0.69,3.29,184,-1,0,Gamepad,0
14:38.6,523.71,-3.44,1.29,182,-2,0,Gamepad,0
14:38.6,523.71,0,0.29,181,-1,0,Gamepad,0
14:38.7,523.37,-0.34,358.29,179,358,0,Gamepad,0
14:38.7,527.15,3.78,356.29,177,-2,0,Gamepad,0
14:38.7,527.15,0,355.29,176,-1,0,Gamepad,0
14:38.7,527.15,0,354.29,175,-1,0,Gamepad,0
14:38.7,527.15,0,352.29,173,-2,0,Gamepad,0
14:38.8,527.84,0.69,351.29,172,-1,0,Gamepad,0
14:38.8,527.84,0,350.29,171,-1,0,Gamepad,0
14:38.8,527.49,-0.35,349.29,170,-1,0,Gamepad,0
14:38.8,527.15,-0.34,349.29,170,0,0,Gamepad,0
14:38.8,527.49,0.34,349.29,170,0,0,Gamepad,0
14:38.9,527.15,-0.34,349.29,170,0,0,Gamepad,0
14:38.9,523.37,-3.78,349.29,170,0,0,Gamepad,0
14:38.9,523.37,0,350.29,171,1,0,Gamepad,0
14:38.9,523.37,0,350.29,171,0,0,Gamepad,0
14:38.9,523.71,0.34,351.29,172,1,0,Gamepad,0
14:39.0,527.84,4.13,353.29,174,2,0,Gamepad,0
14:39.0,527.84,0,354.29,175,1,0,Gamepad,0
14:39.0,527.15,-0.69,355.29,176,1,0,Gamepad,0
14:39.0,527.15,0,356.29,177,1,0,Gamepad,0
14:39.0,527.15,0,357.29,178,1,0,Gamepad,0
14:39.1,527.84,0.69,359.29,180,2,0,Gamepad,0
14:39.1,527.15,-0.69,359.29,180,0,0,Gamepad,0
14:39.1,527.15,0,1.29,182,-358,0,Gamepad,0
14:39.1,527.15,0,2.29,183,1,0,Gamepad,0
14:39.1,527.15,0,3.29,184,1,0,Gamepad,0
14:39.2,527.15,0,4.29,185,1,0,Gamepad,0
14:39.2,527.15,0,5.29,186,1,0,Gamepad,0
14:39.2,527.15,0,6.29,187,1,0,Gamepad,0
14:39.2,527.15,0,6.29,187,0,0,Gamepad,0
14:39.2,523.71,-3.44,6.29,187,0,0,Gamepad,0
14:39.3,523.71,0,6.29,187,0,0,Gamepad,0
14:39.3,527.15,3.44,6.29,187,0,0,Gamepad,0
14:39.3,527.15,0,5.29,186,-1,0,Gamepad,0
14:39.3,527.15,0,5.29,186,0,0,Gamepad,0
14:39.3,527.15,0,4.29,185,-1,0,Gamepad,0
14:39.4,527.15,0,3.29,184,-1,0,Gamepad,0
14:39.4,527.15,0,3.29,184,0,0,Gamepad,0
14:39.4,527.15,0,2.29,183,-1,0,Gamepad,0
14:39.4,527.15,0,1.29,182,-1,0,Gamepad,0
14:39.4,527.15,0,0.29,181,-1,0,Gamepad,0
14:39.5,527.15,0,359.29,180,359,0,Gamepad,0
14:39.5,527.15,0,358.29,179,-1,0,Gamepad,0
14:39.5,527.15,0,357.29,178,-1,0,Gamepad,0
14:39.5,527.15,0,356.29,177,-1,0,Gamepad,0
14:39.5,527.49,0.34,355.29,176,-1,0,Gamepad,0
14:39.6,527.15,-0.34,355.29,176,0,0,Gamepad,0
14:39.6,527.15,0,354.29,175,-1,0,Gamepad,0
14:39.6,527.15,0,354.29,175,0,0,Gamepad,0
14:39.6,527.15,0,353.29,174,-1,0,Gamepad,0
14:39.6,527.15,0,353.29,174,0,0,Gamepad,0
14:39.7,527.15,0,353.29,174,0,0,Gamepad,0
14:39.7,527.15,0,353.29,174,0,0,Gamepad,0
14:39.7,527.15,0,354.29,175,1,0,Gamepad,0
14:39.7,527.15,0,354.29,175,0,0,Gamepad,0
14:39.7,527.15,0,354.29,175,0,0,Gamepad,0
14:39.8,527.15,0,355.29,176,1,0,Gamepad,0
14:39.8,527.15,0,355.29,176,0,0,Gamepad,0
14:39.8,527.15,0,356.29,177,1,0,Gamepad,0
14:39.8,527.15,0,356.29,177,0,0,Gamepad,0
14:39.8,527.15,0,357.29,178,1,0,Gamepad,0
14:39.9,527.15,0,358.29,179,1,0,Gamepad,0
14:39.9,527.84,0.69,359.29,180,1,0,Gamepad,0
14:39.9,527.84,0,359.29,180,0,0,Gamepad,0
14:39.9,527.84,0,0.29,181,-359,0,Gamepad,0
14:39.9,527.49,-0.35,1.29,182,1,0,Gamepad,0
14:40.0,527.49,0,1.29,182,0,0,Gamepad,0
14:40.0,527.84,0.35,1.29,182,0,0,Gamepad,0
14:40.0,527.84,0,2.29,183,1,0,Gamepad,0
14:40.0,527.15,-0.69,2.29,183,0,0,Gamepad,0
14:40.0,527.15,0,2.29,183,0,0,Gamepad,0
14:40.1,527.15,0,2.29,183,0,0,Gamepad,0
14:40.1,527.15,0,2.29,183,0,0,Gamepad,0
14:40.1,527.15,0,1.29,182,-1,0,Gamepad,0
14:40.1,527.15,0,1.29,182,0,0,Gamepad,0
14:40.1,527.15,0,1.29,182,0,0,Gamepad,0
14:40.2,527.15,0,1.29,182,0,0,Gamepad,0
14:40.2,527.15,0,0.29,181,-1,0,Gamepad,0
14:40.2,527.15,0,0.29,181,0,0,Gamepad,0
14:40.2,527.15,0,0.29,181,0,0,Gamepad,0
14:40.2,527.15,0,359.29,180,359,0,Gamepad,0
14:40.3,527.15,0,359.29,180,0,0,Gamepad,0
14:40.3,527.15,0,359.29,180,0,0,Gamepad,0
14:40.3,527.84,0.69,358.29,179,-1,0,Gamepad,0
14:40.3,527.15,-0.69,358.29,179,0,0,Gamepad,0
14:40.3,527.84,0.69,357.29,178,-1,0,Gamepad,0
14:40.4,527.49,-0.35,357.29,178,0,0,Gamepad,0
14:40.4,527.49,0,357.29,178,0,0,Gamepad,0
14:40.4,527.49,0,357.29,178,0,0,Gamepad,0
14:40.4,527.49,0,357.29,178,0,0,Gamepad,0
14:40.4,527.49,0,357.29,178,0,0,Gamepad,0
14:40.5,527.15,-0.34,357.29,178,0,0,Gamepad,0
14:40.5,527.15,0,357.29,178,0,0,Gamepad,0
14:40.5,527.49,0.34,357.29,178,0,0,Gamepad,0
14:40.5,527.49,0,357.29,178,0,0.75,Gamepad,0
14:40.5,527.15,-0.34,357.29,178,0,0.75,Gamepad,0
14:40.6,527.15,0,357.29,178,0,0.75,Gamepad,0
14:40.6,523.02,-4.13,356.29,177,-1,0.75,Gamepad,0
14:40.6,521.31,-1.71,355.29,176,-1,0.75,Gamepad,0
14:40.6,518.9,-2.41,354.29,175,-1,0.75,Gamepad,0
14:40.6,513.4,-5.5,352.29,173,-2,0.75,Gamepad,0
14:40.7,502.41,-10.99,351.29,172,-1,0.75,Gamepad,0
14:40.7,499.66,-2.75,350.29,171,-1,0.75,Gamepad,0
14:40.7,491.07,-8.59,349.29,170,-1,0.75,Gamepad,0
14:40.7,486.25,-4.82,349.29,170,0,0.75,Gamepad,0
14:40.7,484.19,-2.06,349.29,170,0,0.75,Gamepad,0
14:40.8,479.04,-5.15,349.29,170,0,0.75,Gamepad,0
14:40.8,470.1,-8.94,350.29,171,1,0,Gamepad,0
14:40.8,465.29,-4.81,351.29,172,1,0,Gamepad,0
14:40.8,461.86,-3.43,353.29,174,2,0,Gamepad,0
14:40.8,461.86,0,356.29,177,3,0,Gamepad,0
14:40.9,461.86,0,359.29,180,3,0,Gamepad,0
14:40.9,462.2,0.34,1.29,182,-358,0,Gamepad,0
14:40.9,462.54,0.34,3.29,184,2,0,Gamepad,0
14:40.9,462.54,0,6.29,187,3,0,Gamepad,0
14:40.9,462.54,0,8.29,189,2,0,Gamepad,0
14:41.0,462.54,0,9.29,190,1,0,Gamepad,0
14:41.0,462.54,0,11.29,192,2,0,Gamepad,0
14:41.0,462.54,0,12.29,193,1,0,Gamepad,0
14:41.0,462.54,0,13.29,194,1,0,Gamepad,0
14:41.0,462.54,0,14.29,195,1,0,Gamepad,0
14:41.1,462.54,0,14.29,195,0,0,Gamepad,0
14:41.1,462.89,0.35,13.29,194,-1,0,Gamepad,0
14:41.1,462.89,0,13.29,194,0,0,Gamepad,0
14:41.1,462.89,0,12.29,193,-1,0,Gamepad,0
14:41.1,462.89,0,11.29,192,-1,0,Gamepad,0
14:41.2,462.89,0,10.29,191,-1,0,Gamepad,0
14:41.2,462.89,0,8.29,189,-2,0,Gamepad,0
14:41.2,462.89,0,6.29,187,-2,0,Gamepad,0
